SnomedCTConceptId,Term,Disease,Manual/New Disease Name,Otherinstructions,origin,Comments,,,,,,
277602003,M7-Acute megakaryoblas leukaem,Cancer,,,['efi'],,,,,,,
277604002,Acute eosinophilic leukaemia,Cancer,,,['efi'],,,,,,,
277605001,Tumour lysis syndrome,Cancer,,,['efi'],,,,,,,
277609007,"Hodgk dis, lympho predom-diff",Cancer,,,['efi'],,,,,,,
277610002,"Hodg dis,nod scler,lym predom",Cancer,,,['efi'],,,,,,,
277611003,"Hodg dis,nod scler,mix cell",Cancer,,,['efi'],,,,,,,
277612005,"Hodg dis,nod scler,syn variant",Cancer,,,['efi'],,,,,,,
277613000,oth and unspecif peripheral & cutaneous t-cell lymphomas,Cancer,,,['efi'],,,,,,,
277614006,Prethy+thy T-cell lymphom/leuk,Cancer,,,['efi'],,,,,,,
277615007,Low grade B-cell lymphoma,Cancer,,,['efi'],,,,,,,
277616008,Diff low grade B-cell lymphoma,Cancer,,,['efi'],,,,,,,
277617004,High grade B-cell lymphoma,Cancer,,,['efi'],,,,,,,
277618009,Nodular malignant lymphoma,Cancer,,,['efi'],,,,,,,
277619001,Prolymphoc leukaem B-cell type,Cancer,,,['efi'],,,,,,,
277623009,Monocytoid B-cell lymphoma,Cancer,,,['efi'],,,,,,,
277624003,Fol mal lymph-mix small+large,Cancer,,,['efi'],,,,,,,
277626001,Diff high grade B-cell lymphom,Cancer,,,['efi'],,,,,,,
277627005,Nod high grade B-cell lymphom,Cancer,,,['efi'],,,,,,,
277628000,Diff mal lymphom-lar clea cell,Cancer,,,['efi'],,,,,,,
277629008,Diff mal lymphom-larg noncleav,Cancer,,,['efi'],,,,,,,
277632006,Diff mal lymphom-centro polym,Cancer,,,['efi'],,,,,,,
277637000,(Ki-1+) lymphoma,Cancer,,,['efi'],,,,,,,
277642008,Low grade T-cell lymphoma,Cancer,,,['efi'],,,,,,,
277643003,High grade T-cell lymphoma,Cancer,,,['efi'],,,,,,,
277651000,Peri T-cell lymp-pleom sm cell,Cancer,,,['efi'],,,,,,,
277653002,Peri T-cell lymp-pleo m/l cell,Cancer,,,['efi'],,,,,,,
277654008,EACTL - Ent-ass T-cell lymphom,Cancer,,,['efi'],,,,,,,
277664004,Malignant lymphoma of testis,Cancer,,,['efi'],,,,,,,
277782009,Malign perit local recurrence,Cancer,,,['efi'],,,,,,,
278024000,Rhabdomyosarcoma of bladder,Cancer,,,['efi'],,,,,,,
278042005,Malignant teratoma mediastinum,Cancer,,,['efi'],,,,,,,
278043000,Malignant seminoma mediastinum,Cancer,,,['efi'],,,,,,,
278044006,Malignant neuroma mediastinum,Cancer,,,['efi'],,,,,,,
278046008,Sarcoma of bladder,Cancer,,,['efi'],,,,,,,
278050001,Sarcoma of breast,Cancer,,,['efi'],,,,,,,
278051002,Malign lymphoma thyroid gland,Cancer,,,['efi'],,,,,,,
278052009,Malignant lymphoma of breast,Cancer,,,['efi'],,,,,,,
278053004,Intraduct carcinoma of breast,Cancer,,,['efi'],,,,,,,
278054005,Lobular carcinoma of breast,Cancer,,,['efi'],,,,,,,
278055006,Malig Leydig cell tumor testis,Cancer,,,['efi'],,,,,,,
278057003,Sertoli cell tumour of testis,Cancer,,,['efi'],,,,,,,
278060005,Endometrioid carcinom prostate,Cancer,,,['efi'],,,,,,,
278189009,Hypergranular promyl leukaemia,Cancer,,,['efi'],,,,,,,
278433008,Malignant infiltra soft tissue,Cancer,,,['efi'],,,,,,,
278453007,Acute biphenotypic leukaemia,Cancer,,,['efi'],,,,,,,
27849002,[m]myxoid liposarcoma,Cancer,,,['efi'],,,,,,,
278491007,Mixed seminoma teratoma testis,Cancer,,,['efi'],,,,,,,
28047004,[m]embryonal carcinoma nos,Cancer,,,['efi'],,,,,,,
28054005,[m] cutaneous lymphoma,Cancer,,,['efi'],,,,,,,
281562007,Adrenal neuroblastoma,Cancer,,,['efi'],,,,,,,
281563002,Thoracic neuroblastoma,Cancer,,,['efi'],,,,,,,
281564008,Pelvic neuroblastoma,Cancer,,,['efi'],,,,,,,
281566005,Abdominothoracic neuroblastoma,Cancer,,,['efi'],,,,,,,
281702006,Tibial adamantinoma,Cancer,,,['efi'],,,,,,,
28173006,"[m]follicular adenocarcinoma, well differentiated type",Cancer,,,['efi'],,,,,,,
28351005,[m]myxosarcoma,Cancer,,,['efi'],,,,,,,
285307007,Sq cell carcin skin upper lip,Cancer,,,['efi'],,,,,,,
285308002,Squ cell carcin skin lower lip,Cancer,,,['efi'],,,,,,,
285310000,Carcinoma of anal canal,Cancer,,,['efi'],,,,,,,
285312008,Ca sigmoid colon,Cancer,,,['efi'],,,,,,,
285420006,IgA myeloma,Cancer,,,['efi'],,,,,,,
285421005,IgG myeloma,Cancer,,,['efi'],,,,,,,
285422003,IgD myeloma,Cancer,,,['efi'],,,,,,,
285432005,Carcinoma of cervix,Cancer,,,['efi'],,,,,,,
28558000,[m]villous adenocarcinoma,Cancer,,,['efi'],,,,,,,
285598005,"UKP-Metast trach, unkn primary",Cancer,,,['efi'],,,,,,,
285603002,"UKP - Metast bronch, unkn prim",Cancer,,,['efi'],,,,,,,
285604008,"UKP - Metast lung,unkn primary",Cancer,,,['efi'],,,,,,,
285605009,"UKP - Metast pleura, unkn prim",Cancer,,,['efi'],,,,,,,
285606005,"UKP - Metast heart, unkn prim",Cancer,,,['efi'],,,,,,,
285607001,"UKP - Metast mediast,unkn prim",Cancer,,,['efi'],,,,,,,
285608006,"UKP - Metast thymus, unkn prim",Cancer,,,['efi'],,,,,,,
285609003,"UKP-Metas small intes,unk prim",Cancer,,,['efi'],,,,,,,
285610008,"UKP-Metas larg intes,unkn prim",Cancer,,,['efi'],,,,,,,
285611007,"UKP - Metast colon, unkn prim",Cancer,,,['efi'],,,,,,,
285612000,"UKP - Metast rectum, unkn prim",Cancer,,,['efi'],,,,,,,
285613005,"UKP - Metast liver, unkn prim",Cancer,,,['efi'],,,,,,,
285614004,"UKP - Metast pancr, unkn prim",Cancer,,,['efi'],,,,,,,
285615003,"UKP - Metast spleen, unkn prim",Cancer,,,['efi'],,,,,,,
285616002,"UKP - Metast periton,unkn prim",Cancer,,,['efi'],,,,,,,
285617006,"UKP-Metas retroperit,unkn prim",Cancer,,,['efi'],,,,,,,
285618001,"UKP - Metast to bone,unkn prim",Cancer,,,['efi'],,,,,,,
285619009,"UKP-Metas verteb col,unkn prim",Cancer,,,['efi'],,,,,,,
285631006,"UKP - Metastas skin, unkn prim",Cancer,,,['efi'],,,,,,,
285633009,"UKP-Metast soft tiss,unkn prim",Cancer,,,['efi'],,,,,,,
285634003,"UKP - Metast breast, unkn prim",Cancer,,,['efi'],,,,,,,
285635002,"UKP - Metast uterus, unkn prim",Cancer,,,['efi'],,,,,,,
285637005,"UKP - Metast ovary, unkn prim",Cancer,,,['efi'],,,,,,,
285638000,"UKP - Metast vagina, unkn prim",Cancer,,,['efi'],,,,,,,
285639008,"UKP - Metast kidney, unkn prim",Cancer,,,['efi'],,,,,,,
285640005,"UKP - Metast bladder,unkn prim",Cancer,,,['efi'],,,,,,,
285641009,"UKP - Metast brain, unkn prim",Cancer,,,['efi'],,,,,,,
285642002,"UKP - Metast to eye, unkn prim",Cancer,,,['efi'],,,,,,,
285643007,"UKP - Metas adrenal, unkn prim",Cancer,,,['efi'],,,,,,,
285644001,"UKP-Metast lym node, unkn prim",Cancer,,,['efi'],,,,,,,
285645000,"UKP - Dissem malign, unkn prim",Cancer,,,['efi'],,,,,,,
285769009,M3V - Ac promy leuk hypogr var,Cancer,,,['efi'],,,,,,,
285776004,Intermed grade B-cell lymphom,Cancer,,,['efi'],,,,,,,
285839005,M4Eo-Ac myelomono leuk-eos var,Cancer,,,['efi'],,,,,,,
28655007,"[m]liposarcoma, well differentiated type",Cancer,,,['efi'],,,,,,,
286887005,Ca liver/biliary system,Cancer,,,['efi'],,,,,,,
286889008,Ca upper limb bones/scapula,Cancer,,,['efi'],,,,,,,
286890004,Ca lower limb bones,Cancer,,,['efi'],,,,,,,
286893002,"Ca breast-upper,inner quadrant",Cancer,,,['efi'],,,,,,,
286894008,"Ca breast-lower,inner quadrant",Cancer,,,['efi'],,,,,,,
286895009,"Ca breast-upper,outer quadrant",Cancer,,,['efi'],,,,,,,
286896005,"Ca breast-lower,outer quadrant",Cancer,,,['efi'],,,,,,,
286897001,Ca breast - axillary tail,Cancer,,,['efi'],,,,,,,
286899003,Carcinoma genital organs,Cancer,,,['efi'],,,,,,,
286900008,Ca epididymis/spermatic cord,Cancer,,,['efi'],,,,,,,
286902000,Secondary Ca GIT,Cancer,,,['efi'],,,,,,,
28899001,[m]spinous cell carcinoma,Cancer,,,['efi'],,,,,,,
28950004,[m]acute promyelocytic leukaemia,Cancer,,,['efi'],,,,,,,
28953002,[m]angiomyosarcoma,Cancer,,,['efi'],,,,,,,
29792007,[m]trabecular adenocarcinoma,Cancer,,,['efi'],,,,,,,
300988009,Transit cell carcinoma ureter,Cancer,,,['efi'],,,,,,,
30156004,[m]cribriform carcinoma,Cancer,,,['efi'],,,,,,,
301756000,Adenocarcinoma sigmoid colon,Cancer,,,['efi'],,,,,,,
301889008,excision malignant skin tumour,Cancer,,,['efi'],,,,,,,
302815008,"Malig neop lip, unsp, frenulum",Cancer,,,['efi'],,,,,,,
302816009,Malig neop soft tiss head/neck,Cancer,,,['efi'],,,,,,,
302817000,Malig neop GIT other/ill-defin,Cancer,,,['efi'],,,,,,,
302820008,cerebral meningioma,Cancer,,,['efi'],,,,,,,
302827006,[m]cylindroid adenocarcinoma,Cancer,,,['efi'],,,,,,,
302835009,malignant neoplasm of adrenal gland,Cancer,,,['efi'],,,,,,,
302836005,[m]lentigo maligna melanoma,Cancer,,,['efi'],,,,,,,
302837001,LMM - Lentigo maligna melanoma,Cancer,,,['efi'],,,,,,,
302840001,[m]giant cell sarcoma (except of bone),Cancer,,,['efi'],,,,,,,
302841002,Malignant lymphoma-small cell,Cancer,,,['efi'],,,,,,,
302845006,"Nod mal lym, lympcyt-well diff",Cancer,,,['efi'],,,,,,,
302847003,[m]rhabdomyosarcoma nos,Cancer,,,['efi'],,,,,,,
302848008,"Nod mal lym, lympcyt-int diff",Cancer,,,['efi'],,,,,,,
302849000,[m]adenosarcoma,Cancer,,,['efi'],,,,,,,
302851001,[m]synovial sarcoma nos,Cancer,,,['efi'],,,,,,,
302855005,Subacute leukaemia NOS,Cancer,,,['efi'],,,,,,,
302856006,Leukaemia - unspec. cell NOS,Cancer,,,['efi'],,,,,,,
302858007,malignant neoplasm of bone and articular cartilage,Cancer,,,['efi'],,,,,,,
30289006,[m]endometrioid carcinoma,Cancer,,,['efi'],,,,,,,
303012000,Malig post wall hypopharynx,Cancer,,,['efi'],,,,,,,
303017006,"Mal lymphoma,convol cell type",Cancer,,,['efi'],,,,,,,
303055001,"Mal lymphoma,foll centre cell",Cancer,,,['efi'],,,,,,,
303056000,"M lyoma,foll centr cell,cleav",Cancer,,,['efi'],,,,,,,
303057009,"M lyoma,fol centr cell,non-cl",Cancer,,,['efi'],,,,,,,
303194003,secondary and unspec malig neop lymph nodes head/face/neck,Cancer,,,['efi'],,,,,,,
303201005,2-malig neop multiple site LN,Cancer,,,['efi'],,,,,,,
30383009,"[m]mesothelioma, biphasic type, malignant",Cancer,,,['efi'],,,,,,,
30440004,lymphoma stage i,Cancer,,,['efi'],,,,,,,
304545002,Adenocarcinoma of ileum,Cancer,,,['efi'],,,,,,,
30546008,[m]clear cell adenocarcinoma nos,Cancer,,,['efi'],,,,,,,
30664006,Multiple endoc neoplas type 1,Cancer,,,['efi'],,,,,,,
307216009,Perforated carcinom oesophagus,Cancer,,,['efi'],,,,,,,
307219002,Retroperitoneal sarcoma,Cancer,,,['efi'],,,,,,,
307226002,Metast adenocarc unknown orign,Cancer,,,['efi'],,,,,,,
307341004,Atypical hairy cell leukaemia,Cancer,,,['efi'],,,,,,,
307502000,Squam cell carcinoma - mouth,Cancer,,,['efi'],,,,,,,
307576001,osteosarcoma,Cancer,,,['efi'],,,,,,,
307592006,Basophilic leukaemia,Cancer,,,['efi'],,,,,,,
307593001,disseminated malignancy nos,Cancer,,,['efi'],,,,,,,
307601000,Pseudomyxoma peritonei,Cancer,,,['efi'],,,,,,,
307603002,Malignant blue naevus of skin,Cancer,,,['efi'],,,,,,,
307604008,Mesoblastic nephroma,Cancer,,,['efi'],,,,,,,
307608006,Ewing's sarcoma of bone,Cancer,,,['efi'],,,,,,,
307609003,Adamantinoma of long bone,Cancer,,,['efi'],,,,,,,
307617006,Neutrophilic leukaemia,Cancer,,,['efi'],,,,,,,
307622006,Prolymphocytic lymphosarcoma,Cancer,,,['efi'],,,,,,,
307623001,Plasmacytic lymphoma,Cancer,,,['efi'],,,,,,,
307624007,"Germinoblastoma, diffuse",Cancer,,,['efi'],,,,,,,
307625008,"Malig lymphoma, centrocytic",Cancer,,,['efi'],,,,,,,
307633009,"Hodg,lymphocyt depl,dif fib",Cancer,,,['efi'],,,,,,,
307634003,"Hodg dis,lymphocyt depl,retic",Cancer,,,['efi'],,,,,,,
307635002,"Hodg dis,nod scler,cell phase",Cancer,,,['efi'],,,,,,,
307636001,"Reticulolymphosarcoma, nodular",Cancer,,,['efi'],,,,,,,
307637005,"Germinoblastoma, follicular",Cancer,,,['efi'],,,,,,,
307646004,"Mal lymph,lymocyt,poor dif,nod",Cancer,,,['efi'],,,,,,,
307647008,"Germinoblastic sarc, follicul",Cancer,,,['efi'],,,,,,,
307649006,PCNSL - Primary CNS lymphoma,Cancer,,,['efi'],,,,,,,
307651005,myelosclerosis with myeloid metaplasia,Cancer,,,['efi'],,,,,,,
307726001,anaemia in ovarian carcinoma,Cancer,,,['efi'],,,,,,,
30924005,[m]rhabdomyosarcoma nos,Cancer,,,['efi'],,,,,,,
309245001,Adenocarcinoma of uterus,Cancer,,,['efi'],,,,,,,
30962008,[m]acute myelomonocytic leukaemia,Cancer,,,['efi'],,,,,,,
310504009,primary malignant neoplasm of unknown site,Cancer,,,['efi'],,,,,,,
310526005,Malign tumour soft tissue back,Cancer,,,['efi'],,,,,,,
310599006,malignant neoplasm of canthus,Cancer,,,['efi'],,,,,,,
31186001,malignant neoplasm of bone and articular cartilage,Cancer,,,['efi'],,,,,,,
312104005,Cholangiocarcin biliary tract,Cancer,,,['efi'],,,,,,,
312111009,Ca ascending colon,Cancer,,,['efi'],,,,,,,
312112002,Ca transverse colon,Cancer,,,['efi'],,,,,,,
312113007,Ca descending colon,Cancer,,,['efi'],,,,,,,
312114001,Ca hepatic flexure - colon,Cancer,,,['efi'],,,,,,,
312115000,Ca splenic flexure - colon,Cancer,,,['efi'],,,,,,,
312949007,Retina pigment epith adeno,Cancer,,,['efi'],,,,,,,
313249007,malignant neoplasm of upper eyelid,Cancer,,,['efi'],,,,,,,
313250007,malignant neoplasm of lower eyelid,Cancer,,,['efi'],,,,,,,
313353007,Sq cell carc bronch lt lwr lob,Cancer,,,['efi'],,,,,,,
313354001,Sq cell carc bronch lt upp lob,Cancer,,,['efi'],,,,,,,
313355000,Sq cell carc bronch rt lwr lob,Cancer,,,['efi'],,,,,,,
313356004,Sq cell carc bronch rt mid lob,Cancer,,,['efi'],,,,,,,
313357008,Sq cell carc bronch rt upp lob,Cancer,,,['efi'],,,,,,,
313427003,lambda light chain myeloma,Cancer,,,['efi'],,,,,,,
31396002,"[m]mucocarcinoid tumour, malignant",Cancer,,,['efi'],,,,,,,
314191009,Cystadenocarcinoma of ovary,Cancer,,,['efi'],,,,,,,
314408000,Leukaemic infiltrate choroid,Cancer,,,['efi'],,,,,,,
314418005,Leukaemic infiltrate of retina,Cancer,,,['efi'],,,,,,,
31470003,[m]adenosarcoma,Cancer,,,['efi'],,,,,,,
314951005,Loc recur malign tumour tongue,Cancer,,,['efi'],,,,,,,
314952003,Loc recur malign tumr bucc cav,Cancer,,,['efi'],,,,,,,
314953008,Loc recurr malign tumr thyroid,Cancer,,,['efi'],,,,,,,
314954002,Loc recurr malign tumour lung,Cancer,,,['efi'],,,,,,,
314955001,Loc recur malign tumour breast,Cancer,,,['efi'],,,,,,,
314960002,Loc recur malign tumour oesoph,Cancer,,,['efi'],,,,,,,
314961003,Loc recurr malign tumr stomach,Cancer,,,['efi'],,,,,,,
314962005,Loc recur malign tumr gallblad,Cancer,,,['efi'],,,,,,,
314963000,Loc recurr malign tumour liver,Cancer,,,['efi'],,,,,,,
314964006,Loc recur malign tumr pancreas,Cancer,,,['efi'],,,,,,,
314965007,Loc recurr malign tumour colon,Cancer,,,['efi'],,,,,,,
314966008,Loc recur malign tumour rectum,Cancer,,,['efi'],,,,,,,
314967004,Loc recur malign tumour kidney,Cancer,,,['efi'],,,,,,,
314968009,Loc recur malig tumour bladder,Cancer,,,['efi'],,,,,,,
314969001,Loc recur malign tumr prostate,Cancer,,,['efi'],,,,,,,
314970000,Loc recur malign tumour cervix,Cancer,,,['efi'],,,,,,,
314973003,Local recur malign tumour bone,Cancer,,,['efi'],,,,,,,
314974009,Loc recur malig tumr soft tiss,Cancer,,,['efi'],,,,,,,
314976006,Loc recur malign melanoma skin,Cancer,,,['efi'],,,,,,,
314987003,Metast from malign melan skin,Cancer,,,['efi'],,,,,,,
314988008,Metast from malign tumour skin,Cancer,,,['efi'],,,,,,,
314989000,Metst frm malig tumr soft tiss,Cancer,,,['efi'],,,,,,,
314990009,Metast from malign tumour bone,Cancer,,,['efi'],,,,,,,
314991008,Metast from malign tumr adrenl,Cancer,,,['efi'],,,,,,,
314992001,Metast from malign tumr cervix,Cancer,,,['efi'],,,,,,,
314993006,Metast from malign tumr uterus,Cancer,,,['efi'],,,,,,,
314994000,Metast from malig tumr prostat,Cancer,,,['efi'],,,,,,,
314995004,Metast from malig tumr bladder,Cancer,,,['efi'],,,,,,,
314996003,Metast from malign tumr kidney,Cancer,,,['efi'],,,,,,,
314997007,Metast from malign tumr rectum,Cancer,,,['efi'],,,,,,,
314998002,Metast from malign tumor colon,Cancer,,,['efi'],,,,,,,
314999005,Metast frm malig tumr pancreas,Cancer,,,['efi'],,,,,,,
315000005,Metast from malig tumour liver,Cancer,,,['efi'],,,,,,,
315001009,Metast frm malig tumr gallblad,Cancer,,,['efi'],,,,,,,
315002002,Metast from malig tumr stomach,Cancer,,,['efi'],,,,,,,
315003007,Metast frm malig tumour oesoph,Cancer,,,['efi'],,,,,,,
315004001,Metast from malign tumr breast,Cancer,,,['efi'],,,,,,,
315005000,Metast frm malig tumr bronchus,Cancer,,,['efi'],,,,,,,
315006004,Metast from malign tumour lung,Cancer,,,['efi'],,,,,,,
315007008,Metast from malig tumr thyroid,Cancer,,,['efi'],,,,,,,
315008003,Metast frm malig tumr bucc cav,Cancer,,,['efi'],,,,,,,
315009006,Metast from malign tumr tongue,Cancer,,,['efi'],,,,,,,
315241008,pain from metastases,Cancer,,,['efi'],,,,,,,
32048006,[m]adenocarcinomas,Cancer,,,['efi'],,,,,,,
32272007,[m]sweat gland adenocarcinoma,Cancer,,,['efi'],,,,,,,
32280000,[m]lymphatic leukaemia,Cancer,,,['efi'],,,,,,,
326072005,Ca head of pancreas,Cancer,,,['efi'],,,,,,,
32913002,[m]medullary carcinoma nos,Cancer,,,['efi'],,,,,,,
32968003,[m]inflammatory carcinoma,Cancer,,,['efi'],,,,,,,
33681003,[m]osteosarcoma in paget's disease of bone,Cancer,,,['efi'],,,,,,,
342511000000104,siewert type ii adenocarcinoma,Cancer,,,['efi'],,,,,,,
342561000000102,siewert type iii adenocarcinoma,Cancer,,,['efi'],,,,,,,
342571000000109,siewert type i adenocarcinoma,Cancer,,,['efi'],,,,,,,
34603009,[m]basal cell adenocarcinoma,Cancer,,,['efi'],,,,,,,
35232005,[m]infiltrating duct and lobular carcinoma,Cancer,,,['efi'],,,,,,,
35262004,"[m]glioma, malignant",Cancer,,,['efi'],,,,,,,
35287006,[m]myeloid sarcoma,Cancer,,,['efi'],,,,,,,
354002,"[m]triton tumour, malignant",Cancer,,,['efi'],,,,,,,
35917007,[m]adenomas and adenocarcinomas,Cancer,,,['efi'],,,,,,,
359631009,M0 - Acut myel leukaem - undif,Cancer,,,['efi'],,,,,,,
359640008,M1 - Acut myel leuk -no maturn,Cancer,,,['efi'],,,,,,,
359648001,M2 - Ac myel leuk with maturn,Cancer,,,['efi'],,,,,,,
36087009,[m]adenocarcinoma in villous adenoma,Cancer,,,['efi'],,,,,,,
36310008,[m]alveolar adenocarcinoma,Cancer,,,['efi'],,,,,,,
363346000,cancers,Cancer,,,['efi'],,,,,,,
363352004,malignant neoplasm of anal canal,Cancer,,,['efi'],,,,,,,
363353009,Carcinoma gallbladder,Cancer,,,['efi'],,,,,,,
363355002,malignant neoplasm of adrenal gland,Cancer,,,['efi'],,,,,,,
363357005,Cancer of ill-defined site,Cancer,,,['efi'],,,,,,,
363359008,Malignant tumour of middle ear,Cancer,,,['efi'],,,,,,,
363363001,Mal neop soft tiss shoulder,Cancer,,,['efi'],,,,,,,
363364007,Malig neop soft tissue of hip,Cancer,,,['efi'],,,,,,,
363365008,Malig neop soft tis thorax NOS,Cancer,,,['efi'],,,,,,,
363366009,malig neop of connective and soft tissue of pelvis nos,Cancer,,,['efi'],,,,,,,
363367000,malignant neoplasm of vulva unspecified,Cancer,,,['efi'],,,,,,,
363368005,Ca body of pancreas,Cancer,,,['efi'],,,,,,,
363369002,Ca tail of pancreas,Cancer,,,['efi'],,,,,,,
363370001,malignant neoplasm of mesentery,Cancer,,,['efi'],,,,,,,
363377003,Malig neop lingual tonsil,Cancer,,,['efi'],,,,,,,
363379000,CA - Cancer of parotid gland,Cancer,,,['efi'],,,,,,,
363383000,Malig neop of upper gum,Cancer,,,['efi'],,,,,,,
363384006,Malig neop of lower gum,Cancer,,,['efi'],,,,,,,
363387004,Malig neop hard palate,Cancer,,,['efi'],,,,,,,
363388009,Malig neop soft palate,Cancer,,,['efi'],,,,,,,
363389001,Malignant neoplasm of uvula,Cancer,,,['efi'],,,,,,,
363395000,Malig neop of vallecula,Cancer,,,['efi'],,,,,,,
363396004,Malig neop branchial cleft,Cancer,,,['efi'],,,,,,,
363400004,Malig neop postcricoid region,Cancer,,,['efi'],,,,,,,
363401000,Malig neop pyriform sinus,Cancer,,,['efi'],,,,,,,
363403002,Malignant neoplasm of duodenum,Cancer,,,['efi'],,,,,,,
363404008,Malignant neoplasm of jejunum,Cancer,,,['efi'],,,,,,,
363405009,malignant neoplasm of ileum,Cancer,,,['efi'],,,,,,,
363407001,malignant neoplasm of hepatic flexure of colon,Cancer,,,['efi'],,,,,,,
363408006,Malig neop of transverse colon,Cancer,,,['efi'],,,,,,,
363409003,malignant neoplasm of descending colon,Cancer,,,['efi'],,,,,,,
363410008,Malig neop of sigmoid colon,Cancer,,,['efi'],,,,,,,
363411007,Malignant neoplasm of appendix,Cancer,,,['efi'],,,,,,,
363412000,Malig neop of ascending colon,Cancer,,,['efi'],,,,,,,
363413005,malignant neoplasm of splenic flexure of colon,Cancer,,,['efi'],,,,,,,
363414004,Malig neop rectosigmoid junct,Cancer,,,['efi'],,,,,,,
363415003,Malig neop GB/extrahep ducts,Cancer,,,['efi'],,,,,,,
363416002,Malig neop extrahep bile ducts,Cancer,,,['efi'],,,,,,,
363417006,Malig neop ampulla of Vater,Cancer,,,['efi'],,,,,,,
363419009,Malig neop head of pancreas,Cancer,,,['efi'],,,,,,,
363420003,Malig neop of retroperitoneum,Cancer,,,['efi'],,,,,,,
363421004,CA - Cancer of omentum,Cancer,,,['efi'],,,,,,,
363422006,Malig neop nasal cavities,Cancer,,,['efi'],,,,,,,
363423001,Malig neop septum of nose,Cancer,,,['efi'],,,,,,,
363424007,Malig neop mastoid air cells,Cancer,,,['efi'],,,,,,,
363425008,Malig neop maxillary sinus,Cancer,,,['efi'],,,,,,,
363426009,Malig neop ethmoidal sinus,Cancer,,,['efi'],,,,,,,
363427000,Malig neop frontal sinus,Cancer,,,['efi'],,,,,,,
363428005,Malig neop sphenoidal sinus,Cancer,,,['efi'],,,,,,,
363430007,Malig neop subglottis,Cancer,,,['efi'],,,,,,,
363433009,Cancer of pleura,Cancer,,,['efi'],,,,,,,
363434003,Malignant neoplasm of thymus,Cancer,,,['efi'],,,,,,,
363435002,Malignant neoplasm of heart,Cancer,,,['efi'],,,,,,,
363436001,Malig neop endocardium,Cancer,,,['efi'],,,,,,,
363437005,Malig neop myocardium,Cancer,,,['efi'],,,,,,,
363438000,CA - Cancer of spine,Cancer,,,['efi'],,,,,,,
363439008,Malig neop soft tissue of head,Cancer,,,['efi'],,,,,,,
363440005,Malig neop soft tissue of face,Cancer,,,['efi'],,,,,,,
363441009,Malig neop soft tissue of neck,Cancer,,,['efi'],,,,,,,
363443007,malignant neoplasm of ovary,Cancer,,,['efi'],,,,,,,
363444001,malignant neoplasm of fallopian tube,Cancer,,,['efi'],,,,,,,
363445000,Cancer of vagina,Cancer,,,['efi'],,,,,,,
363446004,malignant neoplasm of labia majora,Cancer,,,['efi'],,,,,,,
363447008,Malig neop labia minora,Cancer,,,['efi'],,,,,,,
363450006,Malig neop prepuce (foreskin),Cancer,,,['efi'],,,,,,,
363451005,Malig neop glans penis,Cancer,,,['efi'],,,,,,,
363452003,malignant neoplasm of epididymis,Cancer,,,['efi'],,,,,,,
363453008,malignant neoplasm of spermatic cord,Cancer,,,['efi'],,,,,,,
363454002,CA - Cancer of scrotum,Cancer,,,['efi'],,,,,,,
363456000,Malignant neoplasm of urachus,Cancer,,,['efi'],,,,,,,
363458004,malignant neoplasm of ureter,Cancer,,,['efi'],,,,,,,
363459007,CA - Cancer of urethra,Cancer,,,['efi'],,,,,,,
363460002,Malig neop paraurethral glands,Cancer,,,['efi'],,,,,,,
363461003,Malignant neoplasm of eye,Cancer,,,['efi'],,,,,,,
363462005,Malignant neoplasm of orbit,Cancer,,,['efi'],,,,,,,
363463000,Malig neop conjunctiva,Cancer,,,['efi'],,,,,,,
363464006,Malignant neoplasm of cornea,Cancer,,,['efi'],,,,,,,
363465007,Malignant neoplasm of retina,Cancer,,,['efi'],,,,,,,
363466008,Malignant neoplasm of choroid,Cancer,,,['efi'],,,,,,,
363473003,Malig neop brain stem,Cancer,,,['efi'],,,,,,,
363474009,Malig neop cerebral meninges,Cancer,,,['efi'],,,,,,,
363475005,Malig neop spinal cord,Cancer,,,['efi'],,,,,,,
363476006,Malig neop spinal meninges,Cancer,,,['efi'],,,,,,,
363477002,malignant neoplasm of cauda equina,Cancer,,,['efi'],,,,,,,
363478007,Malig neop thyroid gland,Cancer,,,['efi'],,,,,,,
363481002,Parathyroid cancer,Cancer,,,['efi'],,,,,,,
363482009,Cancer of pituitary gland,Cancer,,,['efi'],,,,,,,
363483004,Malig neop pineal gland,Cancer,,,['efi'],,,,,,,
363484005,Malignant neoplasm of pelvis,Cancer,,,['efi'],,,,,,,
363485006,Malig tum min salivary gland,Cancer,,,['efi'],,,,,,,
363486007,CA - Cancer of vocal cord,Cancer,,,['efi'],,,,,,,
363487003,Malig aryep fold-laryn aspect,Cancer,,,['efi'],,,,,,,
363488008,Malig tumour vestibular fold,Cancer,,,['efi'],,,,,,,
363489000,Malignant neoplasm of neck NOS,Cancer,,,['efi'],,,,,,,
363490009,malignant neoplasm of anus unspecified,Cancer,,,['efi'],,,,,,,
363491008,malignant neoplasm of cloacogenic zone,Cancer,,,['efi'],,,,,,,
363492001,"[x]malignant neoplasm of peritoneum, unspecified",Cancer,,,['efi'],,,,,,,
363493006,CA - Cancer of bronchus,Cancer,,,['efi'],,,,,,,
363494000,"malignant neoplasm of mediastinum, part unspecified",Cancer,,,['efi'],,,,,,,
363495004,Cancer of muscle,Cancer,,,['efi'],,,,,,,
363496003,Malig tumour soft tiss abdomen,Cancer,,,['efi'],,,,,,,
